Query	Hit	Bits
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|635653454|ref|NZ_AZUN01000001.1| Methylosarcina lacus LW14 MetlaDRAFT_chromosome1.1_C, whole genome shotgun sequence	88.5195
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|510836481|ref|NZ_ASRV01000162.1| Clostridium sartagoforme AAU1 contig00186, whole genome shotgun sequence	88.5195
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|484056430|ref|NZ_KB898185.1| Paenibacillus massiliensis 2301065 = DSM 16942 genomic scaffold D328DRAFT_scaffold00001.1, whole genome shotgun sequence	88.5195
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|754797094|ref|NZ_CBVJ010000020.1| Paenibacillus gorillae, whole genome shotgun sequence	88.5195
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|1011621984|ref|NZ_BBYN01000003.1| Jeotgalibaca dankookensis DNA, contig: JDAT03, strain: KCCM 90229, whole genome shotgun sequence	88.5195
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|736401713|ref|NZ_JQKL01000056.1| Clostridiales bacterium DRI-13 BR63DRAFT_scaffold00055.55_C, whole genome shotgun sequence	88.2381
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|639411674|ref|NZ_AVSV01000022.1| Clostridium sp. Ade.TY contig22, whole genome shotgun sequence	88.5195
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|655907710|ref|NZ_JFZC01000089.1| Sporolactobacillus terrae DSM 11697 contig000089, whole genome shotgun sequence	88.5195
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|94967031|ref|NC_008009.1| Candidatus Koribacter versatilis Ellin345, complete genome	88.5195
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|488641608|ref|NZ_KB851182.1| Clostridium bolteae 90A9 genomic scaffold acBQZ-supercont-complete, whole genome shotgun sequence	88.5195
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|655136182|ref|NZ_AUCW01000003.1| Desulfobulbus mediterraneus DSM 13871 G494DRAFT_scaffold00002.2_C, whole genome shotgun sequence	88.2381
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|383787661|ref|NC_017096.1| Caldisericum exile AZM16c01 DNA, complete genome	88.2381
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|902808670|ref|NZ_LBMP01000004.1| Desulfocarbo indianensis strain SCBM scaffold4.1, whole genome shotgun sequence	88.2381
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|764885764|ref|NZ_HG005139.1| Paenibacillus sp. GD11 genomic scaffold, scaffold00001, whole genome shotgun sequence	88.2381
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|653211797|ref|NZ_JHXB01000003.1| Lachnospiraceae bacterium NC2004 T510DRAFT_scaffold00003.3_C, whole genome shotgun sequence	88.2381
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|94263784|ref|NZ_AAQF01000014.1| Delta proteobacterium MLMS-1 ctg1028, whole genome shotgun sequence	88.2381
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|1011870142|ref|NZ_KQ758627.1| Bacillus sp. SGD-V-76 genomic scaffold Scaffold1, whole genome shotgun sequence	88.2381
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|653120314|ref|NZ_JIAK01000006.1| Desulfovermiculus halophilus DSM 18834 N902DRAFT_scaffold00004.4_C, whole genome shotgun sequence	88.2381
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|749937105|ref|NZ_ALPT02000031.1| Bacillus alcalophilus ATCC 27647 = CGMCC 1.3604 strain AV1934 contig00031, whole genome shotgun sequence	88.2381
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|377575845|ref|NZ_BAFF01000001.1| Escherichia hermannii NBRC 105704 DNA, contig: EH10570401, whole genome shotgun sequence	88.2381
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|405795786|ref|NZ_JH815221.1| Clostridium sp. 7_2_43FAA genomic scaffold supercont2.2, whole genome shotgun sequence	88.2381
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|260891930|ref|NC_013385.1| Ammonifex degensii KC4, complete genome	88.2381
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|697204475|ref|NZ_JNKI01000009.1| Selenomonas sp. ND2010 T504DRAFT_scaffold00007.7_C, whole genome shotgun sequence	88.2381
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|938920229|ref|NZ_BBCC01000013.1| Desulfosarcina cetonica JCM 12296 DNA, contig: JCM12296.contig00013, whole genome shotgun sequence	88.2381
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|657829852|ref|NZ_JNIO01000008.1| Selenomonas ruminantium AB3002 P159DRAFT_scf7180000000016_quiver.8_C, whole genome shotgun sequence	88.2381
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|488670447|ref|NZ_KB850956.1| Clostridium colicanis 209318 genomic scaffold acBRg-supercont1.1, whole genome shotgun sequence	88.2381
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|383752828|ref|NC_017068.1| Selenomonas ruminantium subsp. lactilytica TAM6421 DNA, complete genome	88.2381
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|651610389|ref|NZ_KI911557.1| Methylomonas sp. 11b genomic scaffold scaffold1, whole genome shotgun sequence	87.9568
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|153934468|ref|NC_009698.1| Clostridium botulinum A str. Hall chromosome, complete genome	87.9568
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|148378011|ref|NC_009495.1| Clostridium botulinum A str. ATCC 3502 chromosome, complete genome	87.9568
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|206895078|ref|NC_011295.1| Coprothermobacter proteolyticus DSM 5265, complete genome	87.9568
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|655134178|ref|NZ_AUCV01000035.1| Desulfobulbus japonicus DSM 18378 G493DRAFT_scaffold00030.30_C, whole genome shotgun sequence	87.9568
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|490155350|ref|NZ_KB822471.1| Eubacterium plexicaudatum ASF492 genomic scaffold acLZb-supercont1.1, whole genome shotgun sequence	87.9568
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|381150023|ref|NZ_CM001475.1| Methylomicrobium album BG8 chromosome, whole genome shotgun sequence	87.9568
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|554377794|ref|NC_022592.1| Clostridium autoethanogenum DSM 10061, complete genome	87.9568
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|653615647|ref|NZ_JHVC01000020.1| Clostridium lundense DSM 17049 T514DRAFT_scaffold00019.19_C, whole genome shotgun sequence	87.9568
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|1011441670|ref|NZ_BBCX01000006.1| Thermodesulfovibrio aggregans JCM 13213 DNA, contig: JCM13213.contig00006, whole genome shotgun sequence	87.9568
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|1011418727|ref|NZ_CP014476.1| Methylomonas denitrificans strain FJG1, complete genome	87.9568
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|972381016|ref|NZ_BCMU01000009.1| Tepidanaerobacter syntrophicus DNA, contig Tsynt_9, strain: JL, whole genome shotgun sequence	87.9568
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|510837342|ref|NZ_ASRV01000221.1| Clostridium sartagoforme AAU1 contig00248, whole genome shotgun sequence	87.6755
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|326789139|ref|NC_015275.1| Clostridium lentocellum DSM 5427, complete genome	87.9568
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|545393897|ref|NZ_KE992656.1| Clostridium sp. KLE 1755 genomic scaffold Scaffold153, whole genome shotgun sequence	87.9568
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|522837961|ref|NZ_KE159567.1| Eubacterium sp. 14-2 genomic scaffold acPFD-supercont1.1, whole genome shotgun sequence	87.9568
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|951457840|ref|NZ_AYZE01000008.1| Lactobacillus cacaonum DSM 21116 NODE_19, whole genome shotgun sequence	87.9568
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|242362087|ref|NZ_GG692725.1| Roseburia intestinalis L1-82 genomic scaffold Scfld12, whole genome shotgun sequence	87.9568
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|944531004|ref|NZ_LJJC01000004.1| Bacillus shackletonii strain LMG 18435 super11, whole genome shotgun sequence	87.9568
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|514231935|ref|NZ_KE159660.1| Anaerotruncus sp. G3(2012) genomic scaffold acPFl-supercont1.12, whole genome shotgun sequence	87.6755
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|485070607|ref|NZ_KB908385.1| Selenomonas bovis DSM 23594 genomic scaffold F599DRAFT_scaffold00007.7, whole genome shotgun sequence	87.6755
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|652489028|ref|NZ_JMLK01000036.1| Clostridium akagii DSM 12554 BR66DRAFT_scaffold00031.31_C, whole genome shotgun sequence	87.6755
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|484105443|ref|NZ_ANNK01000079.1| Bacillus ligniniphilus strain L1 contig79, whole genome shotgun sequence	87.6755
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|657351691|ref|NZ_KL370891.1| Thiomicrospira sp. Milos-T2 genomic scaffold BS34DRAFT_scaffold00001.1, whole genome shotgun sequence	87.6755
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|405795787|ref|NZ_JH815222.1| Clostridium sp. 7_2_43FAA genomic scaffold supercont2.3, whole genome shotgun sequence	87.6755
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|655097862|ref|NZ_KE384306.1| Paenibacillus taiwanensis DSM 18679 genomic scaffold H509DRAFT_scaffold00001.1, whole genome shotgun sequence	87.6755
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|226597590|ref|NZ_GG663524.1| Butyrivibrio crossotus DSM 2876 genomic scaffold Scfld20, whole genome shotgun sequence	87.6755
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|338729812|ref|NC_015707.1| Thermotoga thermarum DSM 5069, complete genome	87.6755
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|825933099|ref|NZ_BBWZ01000005.1| Aneurinibacillus tyrosinisolvens DNA, contig: ATLC005, strain: LL-002, whole genome shotgun sequence	87.6755
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|484235346|ref|NZ_AQYJ01000028.1| Microbulbifer variabilis ATCC 700307 G367DRAFT_scaffold00002.2_C, whole genome shotgun sequence	87.6755
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|484028175|ref|NZ_HE978535.1| Brevibacillus sp. phR genomic scaffold, scaffold00001, whole genome shotgun sequence	87.6755
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|737224142|ref|NZ_BAUW01000002.1| Bacillus boroniphilus JCM 21738 DNA, contig: contig_2, whole genome shotgun sequence	87.6755
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|972503222|ref|NZ_LN879502.1| Protochlamydia naegleriophila genome assembly PNK1, chromosome : cPNK	87.6755
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|78042616|ref|NC_007503.1| Carboxydothermus hydrogenoformans Z-2901, complete genome	87.6755
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|490789718|ref|NZ_KB849176.1| Acinetobacter sp. ANC 3994 genomic scaffold acLZV-supercont1.9, whole genome shotgun sequence	87.3942
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|414154607|ref|NZ_CAOS01000013.1| Desulfotomaculum hydrothermale Lam5 WGS project data, contig ABX_2590_6, whole genome shotgun sequence	87.3942
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|737664938|ref|NZ_JNKS01000006.1| Lachnospiraceae bacterium ND2006 T521DRAFT_scaffold00006.6_C, whole genome shotgun sequence	87.3942
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|768726527|ref|NZ_JYCE01000158.1| Bacillus alveayuensis strain 24KAM51 LG50_158, whole genome shotgun sequence	87.3942
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|936188494|ref|NZ_LGKO01000002.1| Thermanaerothrix daxensis strain GNS-1 contig_1, whole genome shotgun sequence	87.3942
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|402817291|ref|NZ_AMBZ01000008.1| Paenibacillus alvei DSM 29 PAV_8c, whole genome shotgun sequence	87.3942
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|378759030|ref|NZ_AGAV01000016.1| Lentibacillus jeotgali strain Grbi contig016, whole genome shotgun sequence	87.3942
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|737055697|ref|NZ_JQNF01000010.1| Carnobacterium jeotgali MS3 BP18DRAFT_scf7180000000060_quiver.7_C, whole genome shotgun sequence	87.3942
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|483989137|ref|NZ_KB893061.1| Desulfobacter curvatus DSM 3379 genomic scaffold B147DRAFT_scaffold_33.34, whole genome shotgun sequence	87.3942
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|656248782|ref|NZ_AUGY01000028.1| Paenibacillus alginolyticus DSM 5050 = NBRC 15375 strain DSM 5050 G519DRAFT_scaffold00025.25_C, whole genome shotgun sequence	87.3942
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|655149348|ref|NZ_KE383837.1| Paenibacillus assamensis DSM 18201 genomic scaffold H580DRAFT_scaffold00001.1, whole genome shotgun sequence	87.3942
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|654874926|ref|NZ_AUCS01000002.1| Dermatophilus congolensis DSM 44180 = NBRC 105199 strain DSM 44180 G490DRAFT_scaffold00001.1_C, whole genome shotgun sequence	87.3942
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|948045515|ref|NZ_LMFO01000029.1| Paenibacillus sp. Root52 contig_4, whole genome shotgun sequence	87.3942
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|544815541|ref|NZ_ATHJ01000096.1| Desulfococcus multivorans DSM 2059 ctg51, whole genome shotgun sequence	87.1128
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|90960985|ref|NC_007498.2| Pelobacter carbinolicus DSM 2380, complete genome	87.1128
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|654870123|ref|NZ_AULM01000030.1| Desulfatiglans anilini DSM 4660 H567DRAFT_scaffold00029.29_C, whole genome shotgun sequence	87.1128
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|403048614|ref|NZ_HE611050.1| Clostridium senegalense JC122 genomic scaffold, scaffold00001, whole genome shotgun sequence	87.1128
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|301058308|ref|NZ_ADZZ01000112.1| Delta proteobacterium NaphS2 ctg_1101087565936, whole genome shotgun sequence	87.1128
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|512436388|ref|NZ_KE159596.1| Lachnospiraceae bacterium 3-1 genomic scaffold acPFp-supercont1.8, whole genome shotgun sequence	87.1128
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|736398378|ref|NZ_JQKL01000014.1| Clostridiales bacterium DRI-13 BR63DRAFT_scaffold00014.14_C, whole genome shotgun sequence	87.1128
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|365136561|ref|NZ_JH414699.1| Subdoligranulum sp. 4_3_54A2FAA genomic scaffold supercont1.2, whole genome shotgun sequence	87.1128
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|483282499|ref|NZ_AMFN01000003.1| Enterobacteriaceae bacterium LSJC7 Scaffold1_3, whole genome shotgun sequence	87.1128
